day,month,year,experiment,subject,sample_quantity,sample_feature,feature_of_numerical_match,feature_of_numerical_distractor,block_all,block_individual,trial_within_block,chosen_quantity,chosen_feature,correct
2,2,2019,number_shape,52,1,triangle,L,triangle,7,7,1,4,triangle,0
2,2,2019,number_shape,52,1,triangle,L,triangle,7,7,2,4,triangle,0
2,2,2019,number_shape,52,1,triangle,L,triangle,7,7,3,4,triangle,0
2,2,2019,number_shape,52,1,triangle,L,triangle,7,7,4,1,L,1
2,2,2019,number_shape,53,1,triangle,L,triangle,1,1,1,1,L,1
2,2,2019,number_shape,53,1,triangle,L,triangle,1,1,2,1,L,1
2,2,2019,number_shape,53,1,triangle,L,triangle,2,2,1,4,triangle,0
2,2,2019,number_shape,53,1,triangle,L,triangle,2,2,2,4,triangle,0
2,2,2019,number_shape,53,1,triangle,L,triangle,2,2,3,1,L,1
2,2,2019,number_shape,53,1,triangle,L,triangle,2,2,4,4,triangle,0
2,2,2019,number_shape,53,1,triangle,L,triangle,2,2,5,1,L,1
2,2,2019,number_shape,53,1,triangle,L,triangle,2,2,6,1,L,1
2,2,2019,number_shape,53,1,triangle,L,triangle,2,2,7,1,L,1
2,2,2019,number_shape,53,1,triangle,L,triangle,2,2,8,4,triangle,0
2,2,2019,number_shape,53,1,triangle,L,triangle,2,2,9,1,L,1
2,2,2019,number_shape,53,1,triangle,L,triangle,3,3,1,4,triangle,0
2,2,2019,number_shape,53,1,triangle,L,triangle,3,3,2,1,L,1
2,2,2019,number_shape,53,1,triangle,L,triangle,3,3,3,1,L,1
2,2,2019,number_shape,53,1,triangle,L,triangle,4,4,1,4,triangle,0
2,2,2019,number_shape,53,1,triangle,L,triangle,4,4,2,4,triangle,0
2,2,2019,number_shape,53,1,triangle,L,triangle,4,4,3,4,triangle,0
2,2,2019,number_shape,53,1,triangle,L,triangle,5,5,1,4,triangle,0
2,2,2019,number_shape,53,1,triangle,L,triangle,5,5,2,1,L,1
2,2,2019,number_shape,53,1,triangle,L,triangle,5,5,3,4,triangle,0
2,2,2019,number_shape,53,1,triangle,L,triangle,5,5,4,4,triangle,0
2,2,2019,number_shape,53,1,triangle,L,triangle,6,6,1,4,triangle,0
2,2,2019,number_shape,53,1,triangle,L,triangle,7,7,1,4,triangle,0
2,2,2019,number_shape,53,1,triangle,L,triangle,7,7,2,4,triangle,0
2,2,2019,number_shape,53,1,triangle,L,triangle,7,7,3,4,triangle,0
2,2,2019,number_shape,53,1,triangle,L,triangle,7,7,4,1,L,1
2,2,2019,number_shape,54,1,triangle,L,triangle,1,1,1,1,L,1
2,2,2019,number_shape,54,1,triangle,L,triangle,1,1,2,1,L,1
2,2,2019,number_shape,54,1,triangle,L,triangle,1,1,3,1,L,1
2,2,2019,number_shape,54,1,triangle,L,triangle,1,1,4,1,L,1
2,2,2019,number_shape,54,1,triangle,L,triangle,1,1,5,1,L,1
2,2,2019,number_shape,54,1,triangle,L,triangle,1,1,6,1,L,1
2,2,2019,number_shape,54,1,triangle,L,triangle,1,1,7,1,L,1
2,2,2019,number_shape,54,1,triangle,L,triangle,2,2,1,1,L,1
2,2,2019,number_shape,54,1,triangle,L,triangle,5,3,1,4,triangle,0
2,2,2019,number_shape,54,1,triangle,L,triangle,6,4,1,4,triangle,0
2,2,2019,number_shape,54,1,triangle,L,triangle,6,4,2,1,L,1
2,2,2019,number_shape,54,1,triangle,L,triangle,6,4,3,1,L,1
2,2,2019,number_shape,55,1,triangle,L,triangle,1,1,1,4,triangle,0
2,2,2019,number_shape,55,1,triangle,L,triangle,1,1,2,1,L,1
2,2,2019,number_shape,55,1,triangle,L,triangle,1,1,3,1,L,1
2,2,2019,number_shape,55,1,triangle,L,triangle,2,2,1,4,triangle,0
2,2,2019,number_shape,55,1,triangle,L,triangle,2,2,2,1,L,1
2,2,2019,number_shape,55,1,triangle,L,triangle,2,2,3,1,L,1
2,2,2019,number_shape,55,1,triangle,L,triangle,3,3,1,1,L,1
2,2,2019,number_shape,55,1,triangle,L,triangle,3,3,2,1,L,1
2,2,2019,number_shape,55,1,triangle,L,triangle,3,3,3,4,triangle,0
2,2,2019,number_shape,55,1,triangle,L,triangle,4,4,1,4,triangle,0
2,2,2019,number_shape,55,1,triangle,L,triangle,4,4,2,1,L,1
2,2,2019,number_shape,55,1,triangle,L,triangle,6,5,1,1,L,1
2,2,2019,number_shape,55,1,triangle,L,triangle,7,6,1,1,L,1
2,2,2019,number_shape,56,1,triangle,L,triangle,1,1,1,1,L,1
2,2,2019,number_shape,56,1,triangle,L,triangle,1,1,2,1,L,1
2,2,2019,number_shape,56,1,triangle,L,triangle,1,1,3,4,triangle,0
2,2,2019,number_shape,56,1,triangle,L,triangle,1,1,4,4,triangle,0
2,2,2019,number_shape,56,1,triangle,L,triangle,2,2,1,4,triangle,0
2,2,2019,number_shape,56,1,triangle,L,triangle,2,2,2,4,triangle,0
2,2,2019,number_shape,56,1,triangle,L,triangle,2,2,3,4,triangle,0
2,2,2019,number_shape,56,1,triangle,L,triangle,3,3,1,4,triangle,0
2,2,2019,number_shape,56,1,triangle,L,triangle,3,3,2,1,L,1
2,2,2019,number_shape,56,1,triangle,L,triangle,3,3,3,4,triangle,0
2,2,2019,number_shape,56,1,triangle,L,triangle,3,3,4,4,triangle,0
2,2,2019,number_shape,56,1,triangle,L,triangle,3,3,5,1,L,1
2,2,2019,number_shape,56,1,triangle,L,triangle,3,3,6,1,L,1
2,2,2019,number_shape,56,1,triangle,L,triangle,3,3,7,1,L,1
2,2,2019,number_shape,56,1,triangle,L,triangle,4,4,1,4,triangle,0
2,2,2019,number_shape,57,1,triangle,L,triangle,1,1,1,1,L,1
2,2,2019,number_shape,57,1,triangle,L,triangle,1,1,2,4,triangle,0
2,2,2019,number_shape,57,1,triangle,L,triangle,1,1,3,1,L,1
2,2,2019,number_shape,57,1,triangle,L,triangle,1,1,4,4,triangle,0
2,2,2019,number_shape,57,1,triangle,L,triangle,2,2,1,4,triangle,0
2,2,2019,number_shape,57,1,triangle,L,triangle,2,2,2,4,triangle,0
2,2,2019,number_shape,57,1,triangle,L,triangle,2,2,3,1,L,1
2,2,2019,number_shape,57,1,triangle,L,triangle,2,2,4,1,L,1
2,2,2019,number_shape,57,1,triangle,L,triangle,2,2,5,1,L,1
2,2,2019,number_shape,57,1,triangle,L,triangle,2,2,6,4,triangle,0
2,2,2019,number_shape,57,1,triangle,L,triangle,2,2,7,1,L,1
2,2,2019,number_shape,57,1,triangle,L,triangle,2,2,8,1,L,1
2,2,2019,number_shape,57,1,triangle,L,triangle,3,3,1,4,triangle,0
2,2,2019,number_shape,57,1,triangle,L,triangle,3,3,2,4,triangle,0
2,2,2019,number_shape,57,1,triangle,L,triangle,3,3,3,1,L,1
2,2,2019,number_shape,57,1,triangle,L,triangle,3,3,4,1,L,1
2,2,2019,number_shape,57,1,triangle,L,triangle,4,4,1,1,L,1
2,2,2019,number_shape,57,1,triangle,L,triangle,5,5,1,4,triangle,0
2,2,2019,number_shape,58,1,triangle,L,triangle,1,1,1,1,L,1
2,2,2019,number_shape,58,1,triangle,L,triangle,2,2,1,1,L,1
2,2,2019,number_shape,58,1,triangle,L,triangle,2,2,2,1,L,1
2,2,2019,number_shape,58,1,triangle,L,triangle,2,2,3,4,triangle,0
2,2,2019,number_shape,58,1,triangle,L,triangle,2,2,4,1,L,1
2,2,2019,number_shape,58,1,triangle,L,triangle,2,2,5,4,triangle,0
2,2,2019,number_shape,58,1,triangle,L,triangle,2,2,6,1,L,1
2,2,2019,number_shape,58,1,triangle,L,triangle,2,2,7,1,L,1
2,2,2019,number_shape,59,1,triangle,L,triangle,1,1,1,1,L,1
2,2,2019,number_shape,59,1,triangle,L,triangle,1,1,2,1,L,1
2,2,2019,number_shape,59,1,triangle,L,triangle,4,2,1,1,L,1
2,2,2019,number_shape,59,1,triangle,L,triangle,4,2,2,1,L,1
2,2,2019,number_shape,59,1,triangle,L,triangle,4,2,3,1,L,1
2,2,2019,number_shape,59,1,triangle,L,triangle,6,3,1,1,L,1
2,2,2019,number_shape,59,1,triangle,L,triangle,6,3,2,4,triangle,0
2,2,2019,number_shape,59,1,triangle,L,triangle,6,3,3,1,L,1
2,2,2019,number_shape,59,1,triangle,L,triangle,6,3,4,4,triangle,0
2,2,2019,number_shape,59,1,triangle,L,triangle,7,4,1,4,triangle,0
2,2,2019,number_shape,60,1,triangle,L,triangle,1,1,1,1,L,1
2,2,2019,number_shape,60,1,triangle,L,triangle,2,2,1,1,L,1
2,2,2019,number_shape,60,1,triangle,L,triangle,3,1,1,4,triangle,0
2,2,2019,number_shape,60,1,triangle,L,triangle,3,1,1,4,triangle,0
2,2,2019,number_shape,61,1,triangle,L,triangle,1,1,1,4,triangle,0
2,2,2019,number_shape,62,1,triangle,L,triangle,1,1,1,1,L,1
2,2,2019,number_shape,62,1,triangle,L,triangle,1,1,2,1,L,1
2,2,2019,number_shape,62,1,triangle,L,triangle,1,1,3,1,L,1
2,2,2019,number_shape,62,1,triangle,L,triangle,2,2,1,1,L,1
2,2,2019,number_shape,62,1,triangle,L,triangle,2,2,2,1,L,1
2,2,2019,number_shape,62,1,triangle,L,triangle,2,2,3,4,triangle,0
2,2,2019,number_shape,62,1,triangle,L,triangle,2,2,4,1,L,1
2,2,2019,number_shape,62,1,triangle,L,triangle,3,3,1,4,triangle,0
2,2,2019,number_shape,62,1,triangle,L,triangle,3,3,2,1,L,1
2,2,2019,number_shape,62,1,triangle,L,triangle,3,3,3,4,triangle,0
2,2,2019,number_shape,62,1,triangle,L,triangle,3,3,4,1,L,1
2,2,2019,number_shape,62,1,triangle,L,triangle,3,3,5,1,L,1
2,2,2019,number_shape,62,1,triangle,L,triangle,3,3,6,1,L,1
2,2,2019,number_shape,62,1,triangle,L,triangle,3,3,7,4,triangle,0
2,2,2019,number_shape,62,1,triangle,L,triangle,4,4,1,1,L,1
2,2,2019,number_shape,62,1,triangle,L,triangle,4,4,2,1,L,1
2,2,2019,number_shape,62,1,triangle,L,triangle,4,4,3,1,L,1
2,2,2019,number_shape,62,1,triangle,L,triangle,4,4,4,4,triangle,0
2,2,2019,number_shape,62,1,triangle,L,triangle,5,5,1,1,L,1
2,2,2019,number_shape,62,1,triangle,L,triangle,5,5,2,4,triangle,0
2,2,2019,number_shape,62,1,triangle,L,triangle,5,5,3,4,triangle,0
2,2,2019,number_shape,62,1,triangle,L,triangle,5,5,4,1,L,1
2,2,2019,number_shape,62,1,triangle,L,triangle,5,5,5,1,L,1
8,2,2019,number_shape,63,4,triangle,L,triangle,1,1,1,4,L,1
8,2,2019,number_shape,63,4,triangle,L,triangle,1,1,2,1,triangle,0
8,2,2019,number_shape,63,4,triangle,L,triangle,1,1,3,4,L,1
8,2,2019,number_shape,63,4,triangle,L,triangle,1,1,4,1,triangle,0
8,2,2019,number_shape,63,4,triangle,L,triangle,1,1,5,4,L,1
8,2,2019,number_shape,63,4,triangle,L,triangle,1,1,6,4,L,1
8,2,2019,number_shape,63,4,triangle,L,triangle,1,1,7,1,triangle,0
8,2,2019,number_shape,63,4,triangle,L,triangle,2,2,1,4,L,1
8,2,2019,number_shape,63,4,triangle,L,triangle,2,2,2,4,L,1
8,2,2019,number_shape,63,4,triangle,L,triangle,2,2,3,4,L,1
8,2,2019,number_shape,63,4,triangle,L,triangle,2,2,4,1,triangle,0
8,2,2019,number_shape,63,4,triangle,L,triangle,2,2,5,4,L,1
8,2,2019,number_shape,63,4,triangle,L,triangle,2,2,6,1,triangle,0
8,2,2019,number_shape,63,4,triangle,L,triangle,3,3,1,4,L,1
8,2,2019,number_shape,63,4,triangle,L,triangle,3,3,2,1,triangle,0
8,2,2019,number_shape,63,4,triangle,L,triangle,3,3,3,4,L,1
8,2,2019,number_shape,63,4,triangle,L,triangle,3,3,4,1,triangle,0
8,2,2019,number_shape,63,4,triangle,L,triangle,3,3,5,4,L,1
8,2,2019,number_shape,63,4,triangle,L,triangle,3,3,6,1,triangle,0
8,2,2019,number_shape,63,4,triangle,L,triangle,3,3,7,4,L,1
8,2,2019,number_shape,63,4,triangle,L,triangle,4,4,1,4,L,1
8,2,2019,number_shape,63,4,triangle,L,triangle,4,4,2,4,L,1
8,2,2019,number_shape,63,4,triangle,L,triangle,4,4,3,1,triangle,0
8,2,2019,number_shape,63,4,triangle,L,triangle,4,4,4,4,L,1
8,2,2019,number_shape,63,4,triangle,L,triangle,5,5,1,1,triangle,0
8,2,2019,number_shape,63,4,triangle,L,triangle,5,5,2,1,triangle,0
8,2,2019,number_shape,63,4,triangle,L,triangle,5,5,3,1,triangle,0
8,2,2019,number_shape,63,4,triangle,L,triangle,5,5,4,1,triangle,0
8,2,2019,number_shape,63,4,triangle,L,triangle,5,5,5,1,triangle,0
8,2,2019,number_shape,63,4,triangle,L,triangle,6,6,1,4,L,1
8,2,2019,number_shape,63,4,triangle,L,triangle,6,6,2,4,L,1
8,2,2019,number_shape,63,4,triangle,L,triangle,6,6,3,4,L,1
8,2,2019,number_shape,63,4,triangle,L,triangle,6,6,4,4,L,1
8,2,2019,number_shape,64,4,triangle,L,triangle,2,1,1,4,L,1
8,2,2019,number_shape,64,4,triangle,L,triangle,2,1,2,1,triangle,0
8,2,2019,number_shape,64,4,triangle,L,triangle,3,2,1,4,L,1
8,2,2019,number_shape,64,4,triangle,L,triangle,3,2,2,1,triangle,0
8,2,2019,number_shape,64,4,triangle,L,triangle,3,2,3,4,L,1
8,2,2019,number_shape,64,4,triangle,L,triangle,4,3,1,1,triangle,0
8,2,2019,number_shape,64,4,triangle,L,triangle,4,3,2,1,triangle,0
8,2,2019,number_shape,64,4,triangle,L,triangle,4,3,3,4,L,1
8,2,2019,number_shape,64,4,triangle,L,triangle,4,3,4,1,triangle,0
8,2,2019,number_shape,64,4,triangle,L,triangle,4,3,5,1,triangle,0
8,2,2019,number_shape,64,4,triangle,L,triangle,4,3,6,4,L,1
8,2,2019,number_shape,64,4,triangle,L,triangle,4,3,7,4,L,1
8,2,2019,number_shape,64,4,triangle,L,triangle,4,3,8,1,triangle,0
8,2,2019,number_shape,64,4,triangle,L,triangle,4,3,9,1,triangle,0
8,2,2019,number_shape,64,4,triangle,L,triangle,4,3,10,4,L,1
8,2,2019,number_shape,64,4,triangle,L,triangle,5,4,1,1,triangle,0
8,2,2019,number_shape,64,4,triangle,L,triangle,5,4,2,4,L,1
8,2,2019,number_shape,64,4,triangle,L,triangle,5,4,3,1,triangle,0
8,2,2019,number_shape,64,4,triangle,L,triangle,5,4,4,1,triangle,0
8,2,2019,number_shape,64,4,triangle,L,triangle,5,4,5,1,triangle,0
8,2,2019,number_shape,64,4,triangle,L,triangle,5,4,6,1,triangle,0
8,2,2019,number_shape,64,4,triangle,L,triangle,5,4,7,4,L,1
8,2,2019,number_shape,64,4,triangle,L,triangle,5,4,8,1,triangle,0
8,2,2019,number_shape,64,4,triangle,L,triangle,7,5,1,4,L,1
8,2,2019,number_shape,65,4,triangle,L,triangle,1,1,1,4,L,1
8,2,2019,number_shape,65,4,triangle,L,triangle,3,2,1,4,L,1
8,2,2019,number_shape,65,4,triangle,L,triangle,7,3,1,4,L,1
8,2,2019,number_shape,65,4,triangle,L,triangle,7,3,2,4,L,1
8,2,2019,number_shape,66,4,triangle,L,triangle,1,1,1,4,L,1
8,2,2019,number_shape,66,4,triangle,L,triangle,2,2,1,4,L,1
8,2,2019,number_shape,66,4,triangle,L,triangle,3,3,1,4,L,1
8,2,2019,number_shape,66,4,triangle,L,triangle,7,4,1,1,triangle,0
8,2,2019,number_shape,67,4,triangle,L,triangle,3,1,1,4,L,1
8,2,2019,number_shape,67,4,triangle,L,triangle,4,2,1,1,triangle,0
8,2,2019,number_shape,67,4,triangle,L,triangle,4,2,2,4,L,1
8,2,2019,number_shape,67,4,triangle,L,triangle,6,3,1,4,L,1
8,2,2019,number_shape,67,4,triangle,L,triangle,6,3,2,4,L,1
8,2,2019,number_shape,68,4,triangle,L,triangle,1,1,1,4,L,1
8,2,2019,number_shape,68,4,triangle,L,triangle,1,1,2,1,triangle,0
8,2,2019,number_shape,68,4,triangle,L,triangle,1,1,3,4,L,1
8,2,2019,number_shape,68,4,triangle,L,triangle,2,2,1,1,triangle,0
8,2,2019,number_shape,68,4,triangle,L,triangle,2,2,2,4,L,1
8,2,2019,number_shape,68,4,triangle,L,triangle,2,2,3,1,triangle,0
8,2,2019,number_shape,68,4,triangle,L,triangle,3,3,1,4,L,1
8,2,2019,number_shape,68,4,triangle,L,triangle,3,3,2,4,L,1
8,2,2019,number_shape,68,4,triangle,L,triangle,3,3,3,4,L,1
8,2,2019,number_shape,68,4,triangle,L,triangle,4,4,1,4,L,1
8,2,2019,number_shape,68,4,triangle,L,triangle,4,4,2,4,L,1
8,2,2019,number_shape,68,4,triangle,L,triangle,4,4,3,1,triangle,0
8,2,2019,number_shape,68,4,triangle,L,triangle,4,4,4,4,L,1
8,2,2019,number_shape,68,4,triangle,L,triangle,4,4,5,4,L,1
8,2,2019,number_shape,68,4,triangle,L,triangle,4,4,6,4,L,1
8,2,2019,number_shape,68,4,triangle,L,triangle,5,5,1,4,L,1
8,2,2019,number_shape,68,4,triangle,L,triangle,5,5,2,4,L,1
8,2,2019,number_shape,68,4,triangle,L,triangle,5,5,3,4,L,1
8,2,2019,number_shape,68,4,triangle,L,triangle,5,5,4,4,L,1
8,2,2019,number_shape,68,4,triangle,L,triangle,5,5,5,1,triangle,0
8,2,2019,number_shape,68,4,triangle,L,triangle,7,6,1,4,L,1
8,2,2019,number_shape,68,4,triangle,L,triangle,7,6,2,4,L,1
8,2,2019,number_shape,68,4,triangle,L,triangle,7,6,3,4,L,1
8,2,2019,number_shape,68,4,triangle,L,triangle,7,6,4,1,triangle,0
8,2,2019,number_shape,68,4,triangle,L,triangle,7,6,5,4,L,1
8,2,2019,number_shape,69,4,triangle,L,triangle,4,1,1,4,L,1
8,2,2019,number_shape,69,4,triangle,L,triangle,4,1,2,1,triangle,0
8,2,2019,number_shape,70,4,triangle,L,triangle,1,1,1,4,L,1
8,2,2019,number_shape,70,4,triangle,L,triangle,1,1,2,4,L,1
8,2,2019,number_shape,70,4,triangle,L,triangle,2,2,1,4,L,1
8,2,2019,number_shape,70,4,triangle,L,triangle,3,3,1,4,L,1
8,2,2019,number_shape,70,4,triangle,L,triangle,5,4,1,1,triangle,0
8,2,2019,number_shape,70,4,triangle,L,triangle,5,4,2,4,L,1
8,2,2019,number_shape,71,4,triangle,L,triangle,1,1,1,4,L,1
8,2,2019,number_shape,71,4,triangle,L,triangle,1,1,2,4,L,1
8,2,2019,number_shape,71,4,triangle,L,triangle,1,1,3,1,triangle,0
8,2,2019,number_shape,71,4,triangle,L,triangle,1,1,4,1,triangle,0
8,2,2019,number_shape,71,4,triangle,L,triangle,1,1,5,4,L,1
8,2,2019,number_shape,72,4,triangle,L,triangle,1,1,1,4,L,1
8,2,2019,number_shape,72,4,triangle,L,triangle,1,1,2,4,L,1
8,2,2019,number_shape,72,4,triangle,L,triangle,1,1,3,4,L,1
8,2,2019,number_shape,72,4,triangle,L,triangle,2,2,1,4,L,1
8,2,2019,number_shape,72,4,triangle,L,triangle,2,2,2,4,L,1
8,2,2019,number_shape,72,4,triangle,L,triangle,3,3,1,4,L,1
8,2,2019,number_shape,72,4,triangle,L,triangle,5,4,1,1,triangle,0
8,2,2019,number_shape,72,4,triangle,L,triangle,5,4,2,1,triangle,0
8,2,2019,number_shape,72,4,triangle,L,triangle,5,4,3,1,triangle,0
8,2,2019,number_shape,72,4,triangle,L,triangle,5,4,4,1,triangle,0
11,2,2019,number_shape,73,1,L,triangle,L,1,1,1,1,triangle,1
11,2,2019,number_shape,73,1,L,triangle,L,2,2,1,4,L,0
11,2,2019,number_shape,73,1,L,triangle,L,3,3,1,1,triangle,1
11,2,2019,number_shape,73,1,L,triangle,L,4,4,1,4,L,0
11,2,2019,number_shape,73,1,L,triangle,L,5,5,1,4,L,0
11,2,2019,number_shape,73,1,L,triangle,L,6,6,1,1,triangle,1
11,2,2019,number_shape,73,1,L,triangle,L,7,7,1,4,L,0
11,2,2019,number_shape,73,1,L,triangle,L,8,8,1,4,L,0
11,2,2019,number_shape,73,1,L,triangle,L,8,8,2,1,triangle,1
11,2,2019,number_shape,74,1,L,triangle,L,1,1,1,1,triangle,1
11,2,2019,number_shape,74,1,L,triangle,L,1,1,2,1,triangle,1
11,2,2019,number_shape,74,1,L,triangle,L,1,1,3,1,triangle,1
11,2,2019,number_shape,74,1,L,triangle,L,1,1,4,4,L,0
11,2,2019,number_shape,74,1,L,triangle,L,1,1,5,4,L,0
11,2,2019,number_shape,74,1,L,triangle,L,1,1,6,4,L,0
11,2,2019,number_shape,74,1,L,triangle,L,1,1,7,1,triangle,1
11,2,2019,number_shape,74,1,L,triangle,L,1,1,8,1,triangle,1
11,2,2019,number_shape,74,1,L,triangle,L,1,1,9,1,triangle,1
11,2,2019,number_shape,74,1,L,triangle,L,1,1,10,1,triangle,1
11,2,2019,number_shape,74,1,L,triangle,L,1,1,11,1,triangle,1
11,2,2019,number_shape,74,1,L,triangle,L,1,1,12,1,triangle,1
11,2,2019,number_shape,74,1,L,triangle,L,1,1,13,1,triangle,1
11,2,2019,number_shape,74,1,L,triangle,L,3,2,1,1,triangle,1
11,2,2019,number_shape,74,1,L,triangle,L,5,3,1,4,L,0
11,2,2019,number_shape,74,1,L,triangle,L,5,3,2,4,L,0
11,2,2019,number_shape,74,1,L,triangle,L,5,3,3,1,triangle,1
11,2,2019,number_shape,74,1,L,triangle,L,5,3,4,4,L,0
11,2,2019,number_shape,74,1,L,triangle,L,5,3,5,4,L,0
11,2,2019,number_shape,74,1,L,triangle,L,5,3,6,1,triangle,1
11,2,2019,number_shape,74,1,L,triangle,L,5,3,7,1,triangle,1
11,2,2019,number_shape,74,1,L,triangle,L,5,3,8,4,L,0
11,2,2019,number_shape,74,1,L,triangle,L,5,3,9,1,triangle,1
11,2,2019,number_shape,74,1,L,triangle,L,5,3,10,1,triangle,1
11,2,2019,number_shape,74,1,L,triangle,L,6,4,1,1,triangle,1
11,2,2019,number_shape,74,1,L,triangle,L,6,4,2,1,triangle,1
11,2,2019,number_shape,74,1,L,triangle,L,6,4,3,1,triangle,1
11,2,2019,number_shape,74,1,L,triangle,L,7,5,1,4,L,0
11,2,2019,number_shape,74,1,L,triangle,L,7,5,2,4,L,0
11,2,2019,number_shape,74,1,L,triangle,L,7,5,3,4,L,0
11,2,2019,number_shape,74,1,L,triangle,L,7,5,4,1,triangle,1
11,2,2019,number_shape,74,1,L,triangle,L,7,5,5,4,L,0
11,2,2019,number_shape,74,1,L,triangle,L,7,5,6,4,L,0
11,2,2019,number_shape,74,1,L,triangle,L,8,6,1,1,triangle,1
11,2,2019,number_shape,74,1,L,triangle,L,8,6,2,4,L,0
11,2,2019,number_shape,75,1,L,triangle,L,1,1,1,1,triangle,1
11,2,2019,number_shape,75,1,L,triangle,L,1,1,2,1,triangle,1
11,2,2019,number_shape,75,1,L,triangle,L,1,1,3,1,triangle,1
11,2,2019,number_shape,75,1,L,triangle,L,1,1,4,1,triangle,1
11,2,2019,number_shape,75,1,L,triangle,L,1,1,5,4,L,0
11,2,2019,number_shape,75,1,L,triangle,L,2,2,1,4,L,0
11,2,2019,number_shape,75,1,L,triangle,L,3,3,1,1,triangle,1
11,2,2019,number_shape,75,1,L,triangle,L,3,3,2,1,triangle,1
11,2,2019,number_shape,75,1,L,triangle,L,3,3,3,1,triangle,1
11,2,2019,number_shape,75,1,L,triangle,L,3,3,4,1,triangle,1
11,2,2019,number_shape,75,1,L,triangle,L,3,3,5,1,triangle,1
11,2,2019,number_shape,75,1,L,triangle,L,3,3,6,1,triangle,1
11,2,2019,number_shape,75,1,L,triangle,L,4,4,1,1,triangle,1
11,2,2019,number_shape,75,1,L,triangle,L,4,4,2,1,triangle,1
11,2,2019,number_shape,75,1,L,triangle,L,6,5,1,1,triangle,1
11,2,2019,number_shape,75,1,L,triangle,L,6,5,2,4,L,0
11,2,2019,number_shape,75,1,L,triangle,L,6,5,3,1,triangle,1
11,2,2019,number_shape,75,1,L,triangle,L,6,5,4,1,triangle,1
11,2,2019,number_shape,75,1,L,triangle,L,6,5,5,4,L,0
11,2,2019,number_shape,75,1,L,triangle,L,6,5,6,1,triangle,1
11,2,2019,number_shape,75,1,L,triangle,L,6,5,7,1,triangle,1
11,2,2019,number_shape,75,1,L,triangle,L,6,5,8,1,triangle,1
11,2,2019,number_shape,75,1,L,triangle,L,7,6,1,1,triangle,1
11,2,2019,number_shape,75,1,L,triangle,L,7,6,2,1,triangle,1
11,2,2019,number_shape,75,1,L,triangle,L,7,6,3,1,triangle,1
11,2,2019,number_shape,75,1,L,triangle,L,7,6,4,4,L,0
11,2,2019,number_shape,75,1,L,triangle,L,7,6,5,1,triangle,1
11,2,2019,number_shape,75,1,L,triangle,L,8,7,1,1,triangle,1
11,2,2019,number_shape,75,1,L,triangle,L,8,7,2,1,triangle,1
11,2,2019,number_shape,75,1,L,triangle,L,8,7,3,1,triangle,1
11,2,2019,number_shape,76,1,L,triangle,L,1,1,1,1,triangle,1
11,2,2019,number_shape,76,1,L,triangle,L,1,1,2,1,triangle,1
11,2,2019,number_shape,76,1,L,triangle,L,1,1,3,4,L,0
11,2,2019,number_shape,76,1,L,triangle,L,1,1,4,4,L,0
11,2,2019,number_shape,76,1,L,triangle,L,1,1,5,4,L,0
11,2,2019,number_shape,76,1,L,triangle,L,1,1,6,1,triangle,1
11,2,2019,number_shape,76,1,L,triangle,L,2,2,1,1,triangle,1
11,2,2019,number_shape,76,1,L,triangle,L,2,2,2,1,triangle,1
11,2,2019,number_shape,76,1,L,triangle,L,2,2,3,4,L,0
11,2,2019,number_shape,76,1,L,triangle,L,2,2,4,1,triangle,1
11,2,2019,number_shape,76,1,L,triangle,L,4,3,1,4,L,0
11,2,2019,number_shape,76,1,L,triangle,L,4,3,2,1,triangle,1
11,2,2019,number_shape,76,1,L,triangle,L,4,3,3,1,triangle,1
11,2,2019,number_shape,76,1,L,triangle,L,4,3,4,4,L,0
11,2,2019,number_shape,76,1,L,triangle,L,4,3,5,1,triangle,1
11,2,2019,number_shape,76,1,L,triangle,L,4,3,6,4,L,0
11,2,2019,number_shape,76,1,L,triangle,L,4,3,7,4,L,0
11,2,2019,number_shape,76,1,L,triangle,L,4,3,8,1,triangle,1
11,2,2019,number_shape,76,1,L,triangle,L,5,4,1,4,L,0
11,2,2019,number_shape,76,1,L,triangle,L,5,4,2,4,L,0
11,2,2019,number_shape,76,1,L,triangle,L,5,4,3,4,L,0
11,2,2019,number_shape,76,1,L,triangle,L,5,4,4,4,L,0
11,2,2019,number_shape,76,1,L,triangle,L,5,4,5,1,triangle,1
11,2,2019,number_shape,76,1,L,triangle,L,6,5,1,4,L,0
11,2,2019,number_shape,76,1,L,triangle,L,6,5,2,1,triangle,1
11,2,2019,number_shape,76,1,L,triangle,L,6,5,3,1,triangle,1
11,2,2019,number_shape,76,1,L,triangle,L,6,5,4,4,L,0
11,2,2019,number_shape,76,1,L,triangle,L,7,6,1,4,L,0
11,2,2019,number_shape,76,1,L,triangle,L,7,6,2,4,L,0
11,2,2019,number_shape,76,1,L,triangle,L,7,6,3,1,triangle,1
11,2,2019,number_shape,76,1,L,triangle,L,7,6,4,4,L,0
11,2,2019,number_shape,76,1,L,triangle,L,7,6,5,1,triangle,1
11,2,2019,number_shape,76,1,L,triangle,L,7,6,6,4,L,0
11,2,2019,number_shape,76,1,L,triangle,L,7,6,7,4,L,0
11,2,2019,number_shape,76,1,L,triangle,L,7,6,8,4,L,0
11,2,2019,number_shape,76,1,L,triangle,L,7,6,9,1,triangle,1
11,2,2019,number_shape,76,1,L,triangle,L,8,7,1,4,L,0
